sheet_id,listen_start_time,total_playing_time,cue_id,name,detail,music_id
bgm_MC109,0:59,1:41,bgm_MC109,"망상의 Summer Halation","캐릭터 송\n\n시간 / 01:41\n노래 / 치에루(사쿠라 아야네)\n클로에(타네자키 아츠미)\n유니(코하라 코노미)\n작사 / 데구치 료\n작곡 / 데구치 료\n편곡 / 데구치 료, 한다 츠바사",340
bgm_MC127,0:00,2:10,bgm_MC127_01_juke,"【LIVE】흐르는 수영장 낮","스토리 이벤트 미니 콘텐츠\n-｢망상의 Summer Halation｣ 어레인지-\n\n시간 / 02:10\n작곡 / 데구치 료\n편곡 / 후루미 치사코(Cygames)",341
bgm_MC128,0:00,2:10,bgm_MC128_01_juke,"【LIVE】흐르는 수영장 밤","스토리 이벤트 미니 콘텐츠\n-｢망상의 Summer Halation｣ 어레인지-\n\n시간 / 02:10\n작곡 / 데구치 료\n편곡 / 코이데 야마토(Cygames)",342
bgm_MC129,0:00,3:45,bgm_MC129_juke,"프린세스 나이트의 힘","프린세스 나이트 강화\n-｢프린세스 나이트｣ 어레인지-\n\n시간 / 03:45\n작곡 / 니시키 야스노리\n편곡 / 사토 하루카(Cygames)",343
bgm_MC130,0:00,0:59,bgm_MC130_juke,"심오한 영역에 이르다","심역 퀘스트\n-｢홍염의 심역｣ 어레인지-\n\n시간 / 00:59\n작곡 / 마츠오 하야토\n편곡 / 타다 아키후미",344
bgm_MC131,0:00,1:41,bgm_MC131_juke,"홍염의 심역","심역 퀘스트\n\n시간 / 01:41\n작곡 / 마츠오 하야토\n편곡 / 마츠오 하야토",345
bgm_MC132,0:00,1:41,bgm_MC132_juke,"창파의 심역","심역 퀘스트\n\n시간 / 01:41\n작곡 / 마츠오 하야토\n편곡 / 마츠오 하야토",346
bgm_MC133,0:00,1:41,bgm_MC133_juke,"취람의 심역","심역 퀘스트\n\n시간 / 01:41\n작곡 / 마츠오 하야토\n편곡 / 마츠오 하야토",347
bgm_MC134,0:00,1:41,bgm_MC134_juke,"박천의 심역","심역 퀘스트\n\n시간 / 01:41\n작곡 / 마츠오 하야토\n편곡 / 마츠오 하야토",348
bgm_MC135,0:00,1:41,bgm_MC135_juke,"자명의 심역","심역 퀘스트\n\n시간 / 01:41\n작곡 / 마츠오 하야토\n편곡 / 마츠오 하야토",349
bgm_MC136,0:00,1:36,bgm_MC136_juke,"쿨리 퓨리 부트 캠프 도깨비 교관과 채찍과… 당근?","스토리 이벤트 테마\n-｢Into The Trust｣ 어레인지-\n\n시간 / 01:36\n작곡 / 츠바키야마 히나코(Dream Monster)\n편곡 / 후루미 치사코(Cygames)",350
bgm_MC139,0:00,2:06,bgm_MC139_juke,"강뇌수・라이거 혼","스토리 이벤트 보스 배틀\n\n시간 / 02:06\n작곡 / 나카가와 타카아키\n편곡 / 나카가와 타카아키",351
bgm_MC151,1:00,1:30,bgm_MC151,"Into The Trust","캐릭터 송\n\n시간 / 01:30\n노래 / 에리코(하시모토 치나미)\n마코토(코마츠 미카코)\n작사 / Cocoro.(Dream Monster)\n작곡 / 츠바키야마 히나코(Dream Monster)\n편곡 / 츠바키야마 히나코(Dream Monster)",352
bgm_MC140,0:00,1:51,bgm_MC140_juke,"에리코와 마코토의 행군(March) A-Go-Go!","미니 게임\n-｢Into The Trust｣ 어레인지-\n\n시간 / 01:51\n작곡 / 츠바키야마 히나코(Dream Monster)\n편곡 / 코나카 다이",353
bgm_MC141,0:00,3:23,bgm_MC141_juke,"신병들이여, 나를 따르라","미니 게임\n-｢Into The Trust｣ 어레인지-\n\n시간 / 03:23\n작곡 / 츠바키야마 히나코(Dream Monster)\n편곡 / 타다 아키후미",354
bgm_MC044,0:00,1:04,bgm_MC044_juke,"결투의 무대로","배틀 스타디움\n\n시간 / 01:04\n작곡 / 하타다 히로타카(Cygames)\n편곡 / 하타다 히로타카(Cygames)",355
bgm_MC045,0:00,2:13,bgm_MC045_juke,"배틀 스타디움, 개막!","배틀 스타디움\n\n시간 / 02:13\n작곡 / 하타다 히로타카(Cygames)\n편곡 / 하타다 히로타카(Cygames)",356
bgm_MC143,0:00,1:20,bgm_MC143_juke,"꽃 피는 계절의 상세리테","스토리 이벤트 테마\n-｢눈동자에 비친 실루엣｣ 어레인지-\n\n시간 / 01:20\n작곡 / ReNee\n편곡 / 타다 아키후미",357
bgm_MC145,0:00,2:25,bgm_MC145_juke,"마물 식물・모베르베","스토리 이벤트 보스 배틀\n\n시간 / 02:25\n작곡 / Enarak(Cygames)\n편곡 / Enarak(Cygames)",358
bgm_MC152,0:50,1:29,bgm_MC152,"눈동자에 비친 실루엣","캐릭터 송\n\n시간 / 01:29\n노래 / 스즈메(유우키 아오이)\n쿄우카(오구라 유이)\n작사 / ReNee\n작곡 / ReNee\n편곡 / 토지마 유스케",359
bgm_MC142,0:00,1:31,bgm_MC142_juke,"연옥에 머무르는 자","메인 퀘스트 보스 배틀\n-｢업화가 활활 타오르는 밀림｣ 어레인지-\n\n시간 / 01:31\n작곡 / 마츠오 하야토,IM.Lab\n편곡 / 마츠오 하야토",360
bgm_MC147,0:00,2:43,bgm_MC147_juke,"그랜드림 온 퍼레이드　보석 토끼와 비밀 동료들","스토리 이벤트 테마\n-｢미라클 쥬얼 퍼레이드!｣ 어레인지-\n\n시간 / 02:43\n작곡 / INN\n편곡 / 코이데 야마토(Cygames)",361
bgm_MC150,0:00,1:42,bgm_MC150_juke,"권토중래・지노","스토리 이벤트 보스 배틀\n\n시간 / 01:42\n작곡 / 오카모토 유이치(Cygames)\n편곡 / 오카모토 유이치(Cygames)",362
bgm_MC153,0:48,1:23,bgm_MC153,"미라클 쥬얼 퍼레이드!","캐릭터 송\n\n시간 / 01:23\n노래 / 쿠루루(타나카 미나미)\n작사 / 마츠이 요헤이\n작곡 / INN\n편곡 / INN",363
bgm_MC148,0:00,2:47,bgm_MC148_juke,"그랜드림 파크 가이드","스토리 이벤트 미니 콘텐츠\n-｢미라클 쥬얼 퍼레이드!｣ 어레인지-\n\n시간 / 02:47\n작곡 / INN\n편곡 / IM.Lab",364
bgm_MC156,0:00,1:45,bgm_MC156_juke,"모여라 착한 일 클럽! 미소라의 유쾌한 여름 휴가","스토리 이벤트 테마\n-「Ai-사랑 도피행★」「최종 퀘스트입니다★｣ 어레인지-\n\n시간 / 01:45\n작곡 / 카케하시 타쿠야 (Cygames),IM.Lab\n편곡 / 츠카고시 렌",365
bgm_MC158,0:00,2:00,bgm_MC158_juke,"한여름의 버서크 슬라임","스토리 이벤트 보스 배틀\n\n시간 / 02:00\n작곡 / 타야마 리나\n편곡 / 타야마 리나",366
bgm_MC154,0:42,1:24,bgm_MC154,"Ai-사랑 도피행★","캐릭터 송\n\n시간 / 01:24\n노래 / 미소라(키토 아카리)\n작사 / 이와이 아야카 (Cygames)\n작곡 / 카케하시 타쿠야 (Cygames)\n편곡 / 카케하시 타쿠야 (Cygames)",367
bgm_MC157,0:00,1:48,bgm_MC157_juke,"서머 포토 픽스","스토리 이벤트 미니 콘텐츠\n-｢Ai-사랑 도피행★｣ 어레인지-\n\n시간 / 01:48\n작곡 / 카케하시 타쿠야 (Cygames)\n편곡 / 후루미 치사코(Cygames)",368
bgm_MC162,0:00,1:27,bgm_MC162_juke,"환혹의 요정　‐한여름의 정원에 춤추는 그림자‐","스토리 이벤트 테마\n-「Re:collection｣ 어레인지-\n\n시간 / 01:27\n작곡 / 타키자와 슌스케(TRYTONELABO)\n편곡 / Enarak(Cygames)",369
bgm_MC164,0:00,2:15,bgm_MC164_juke,"카오스 제네레이터","스토리 이벤트 보스 배틀\n\n시간 / 02:15\n작곡 / 타야마 리나\n편곡 / 타야마 리나",370
bgm_MC193,0:50,1:28,bgm_MC193,Re:collection,"캐릭터 송\n\n시간 / 01:28\n노래 / 아메스(아이사카 유카노래)\n작사 / Mitsu(TRYTONELABO)\n작곡 / 타키자와 슌스케(TRYTONELABO)\n편곡 / 타키자와 슌스케(TRYTONELABO)",371
bgm_MC163A,0:00,1:49,bgm_MC163A_juke,"물의 도시 memorie","스토리 이벤트 미니 콘텐츠\n-｢Re:collection｣ 어레인지-\n\n시간 / 01:49\n작곡 / 타키자와 슌스케(TRYTONELABO)\n편곡 / 코나카 다이",372
bgm_MC178A,0:00,1:29,bgm_MC178A_juke,"연옥의 리벨리온","연옥의 리벨리온\n\n시간 / 01:29\n작곡 / 나카마치 토모히로\n편곡 / 나카마치 토모히로",373
bgm_MC178B,0:00,1:39,bgm_MC178B_juke,"연옥의 리벨리온 -육흉・마거미 아라크네-","연옥의 리벨리온\n\n시간 / 01:39\n작곡 / 나카마치 토모히로\n편곡 / 나카마치 토모히로",374
bgm_MC179A,0:00,1:40,bgm_MC179A_juke,"마거미의 시종과 전투","연옥의 리벨리온 보스 배틀\n\n시간 / 01:40\n작곡 / 우에다 요시헤이\n편곡 / 우에다 요시헤이",375
bgm_MC179B,0:00,1:40,bgm_MC179B_juke,"미혹의 도적 세 자매","연옥의 리벨리온 보스 배틀\n\n시간 / 01:40\n작곡 / 우에다 요시헤이・세키네 슈헤이(Cygames)\n편곡 / 우에다 요시헤이",376
bgm_MC180,0:00,2:07,bgm_MC180_juke,"혁명의 소녀와의 싸움","연옥의 리벨리온 보스 배틀\n\n시간 / 02:07\n작곡 / IM.Lab・Enarak(Cygames)\n편곡 / Enarak(Cygames)",377
bgm_MC181A,0:00,2:05,bgm_MC181A_juke,"땅속의 감옥에 잠복한 재앙","연옥의 리벨리온 보스 배틀\n\n시간 / 02:05\n작곡 / IM.Lab\n편곡 / 히가시오지 켄타",378
bgm_MC181B,0:00,2:08,bgm_MC181B_juke,"깨어난 육흉・마거미 아라크네","연옥의 리벨리온 보스 배틀\n\n시간 / 02:08\n작곡 / IM.Lab\n편곡 / 히가시오지 켄타",379
bgm_MC182,0:00,2:49,bgm_MC182_juke,"재림한 공주 옷차림의 빙룡","연옥의 리벨리온 보스 배틀\n-「Yes! Precious Harmony!｣ 어레인지-\n\n시간 / 02:49\n작곡 / 타카오 소노스케(F.M.F)\n편곡 / 나카가와 타카아키",380
bgm_M408,0:00,1:47,bgm_M408_juke,"셰피","캐릭터 테마\n\n시간 / 01:47\n작곡 / 나카가와 타카아키\n편곡 / 나카가와 타카아키",381
bgm_MC069,0:00,2:50,bgm_MC069_juke,"프레이야","캐릭터 테마\n\n시간 / 02:50\n작곡 / IM.Lab\n편곡 / IM.Lab",382
bgm_MC059,0:00,1:55,bgm_MC059_juke,"아라크네","캐릭터 테마\n\n시간 / 01:55\n작곡 / IM.Lab\n편곡 / IM.Lab",383
bgm_MC176B,0:00,3:15,bgm_MC176B_juke,"드러난 마거미의 진상","메인 스토리\n\n시간 / 03:15\n작곡 / IM.Lab\n편곡 / IM.Lab",384
bgm_MC186,0:00,1:37,bgm_MC186_juke,"노조미의 일일 점장기 여기는 알케스 연금당","스토리 이벤트 테마\n-「Dance in the Fragrance」「알케스 연금당」\n어레인지-\n\n시간 / 01:37\n작곡 / 야마모토 마오키, 코이데 야마토(Cygames)\n편곡 / 코이데 야마토(Cygames)",385
bgm_MC188,0:00,1:34,bgm_MC188_juke,"베놈 히드라","스토리 이벤트 보스 배틀\n\n시간 / 01:34\n작곡 / 오카모토 유이치(Cygames)\n편곡 / 오카모토 유이치(Cygames)",386
bgm_MC207,0:55,1:24,bgm_MC207,"Dance in the Fragrance","캐릭터 송\n\n시간 / 01:24\n노래 / 노조미(히카사 요코)\n루이즈마리(스즈시로 사유미)\n이로하(아오야마 요시노)\n소노(이노우에 호노카)\n작사 / 코다마 아메코\n작곡 / 야마모토 마오키\n편곡 / 야마모토 마오키",387
bgm_MC187,0:00,2:01,bgm_MC187_juke,"알케스 연금당 업무 일지","스토리 이벤트 미니 콘텐츠\n-｢Dance in the Fragrance｣어레인지-\n\n시간 / 02:01\n작곡 / 야마모토 마오키\n편곡 / Enarak(Cygames)",388
bgm_MC189A,0:00,1:39,bgm_MC189A_juke,"알케스 연금당","캐릭터 테마\n\n시간 / 01:39\n작곡 / 코이데 야마토(Cygames)\n편곡 / 오카모토 유이치(Cygames)",389
bgm_MC189B,0:00,1:39,bgm_MC189B_juke,"알케스 연금당(케미컬 Ver.)","캐릭터 테마\n\n시간 / 01:39\n작곡 / 코이데 야마토(Cygames)\n편곡 / 코이데 야마토(Cygames), 오카모토 유이치(Cygames)",390
bgm_MC194,0:00,1:55,bgm_MC194_juke,"밴디트 리턴즈 염국의 무법 자매","스토리 이벤트 테마\n-「밴디 라우디 쇼 타임!!」어레인지-\n\n시간 / 01:55\n작곡 / 세키네 슈헤이(Cygames)\n편곡 / 츠카고시 렌",391
bgm_MC196,0:00,1:37,bgm_MC196_juke,"하이퍼 대시 조","스토리 이벤트 보스 배틀\n\n시간 / 01:37\n작곡 / 나카무라 히로시\n편곡 / 나카무라 히로시",392
bgm_MC208,0:39,1:20,bgm_MC208,"밴디 라우디 쇼 타임!!","캐릭터 송\n\n시간 / 01:20\n노래 / 야마토(파이루즈 아이)\n와카나(이와미 마나카)\n후부키(하나이 미하루)\n작사 / 이와이 아야카(Cygames)・사토 하루카(Cygames)\n작곡 / 세키네 슈헤이(Cygames)\n편곡 / 세키네 슈헤이(Cygames)",393
bgm_MC198,0:00,1:54,bgm_MC198_juke,"격돌! 파괴! 일리걸 탱크 워","미니 게임\n-「밴디 라우디 쇼 타임!!」어레인지-\n\n시간 / 01:54\n작곡 / 세키네 슈헤이(Cygames)\n편곡 / 코이데 야마토(Cygames)",394
bgm_MC199,0:00,0:23,bgm_MC199_Battle,"출격! 전차 배틀!","미니 게임\n-「밴디 시스터즈」어레인지-\n\n시간 / 00:23\n작곡 / 세키네 슈헤이(Cygames)\n편곡 / 코이데 야마토(Cygames)",395
bgm_MC190,0:00,2:05,bgm_MC190_juke,"Let's! 『궁극 연성』!","궁극 연성\n-「알케스 연금당」어레인지-\n\n시간 / 02:05\n작곡 / 코이데 야마토(Cygames)\n편곡 / Enarak(Cygames)",396
bgm_MC191,0:00,1:18,bgm_MC191_juke,"역전의 난적, 이 땅에서 해후하다","기억의 전장\n\n시간 / 01:18\n작곡 / Enarak(Cygames)\n편곡 / Enarak(Cygames)",397
bgm_MC213,0:00,3:26,bgm_MC213_juke,"러브＆퍼니시먼트 악마가 전하는 크리스마스","스토리 이벤트 테마\n-「오늘 밤, 겨우살이 아래에서」어레인지-\n\n시간 / 03:26\n작곡 / 야노 타츠야\n편곡 / 코이데 야마토(Cygames)",398
bgm_MC214,0:00,1:37,bgm_MC214_juke,"고스트 키드 베로리","스토리 이벤트 보스 배틀\n\n시간 / 01:37\n작곡 / 코이데 야마토(Cygames)\n편곡 / 코이데 야마토(Cygames)",399
bgm_MC209,0:51,1:31,bgm_MC209,"오늘 밤, 겨우살이 아래에서","캐릭터 송\n\n시간 / 01:31\n노래 / 라이라엘(카와세 마키)\n이오(이토 시즈카)\n작사 / 유키 아이라\n작곡 / 야노 타츠야\n편곡 / 야노 타츠야",400
bgm_MC165,0:00,1:24,bgm_MC165_juke,"주화의 심연","심연 토벌전\n\n시간 / 01:24\n작곡 / 마츠오 하야토・츠카고시 렌・IM.Lab\n편곡 / IM.Lab",401
bgm_MC166,0:00,1:24,bgm_MC166_juke,"굉류의 심연","심연 토벌전\n\n시간 / 01:24\n작곡 / 마츠오 하야토・츠카고시 렌・IM.Lab\n편곡 / IM.Lab",402
bgm_MC167,0:00,1:24,bgm_MC167_juke,"열풍의 심연","심연 토벌전\n\n시간 / 01:24\n작곡 / 마츠오 하야토・츠카고시 렌・IM.Lab\n편곡 / IM.Lab",403
bgm_MC168,0:00,1:24,bgm_MC168_juke,"찬란의 심연","심연 토벌전\n\n시간 / 01:24\n작곡 / 마츠오 하야토・츠카고시 렌・IM.Lab\n편곡 / IM.Lab",404
bgm_MC169,0:00,1:24,bgm_MC169_juke,"현암의 심연","심연 토벌전\n\n시간 / 01:24\n작곡 / 마츠오 하야토・츠카고시 렌・IM.Lab\n편곡 / IM.Lab",405
bgm_MC170,0:00,1:56,bgm_MC170_juke,"깊은 복마의 구렁텅이로 가다","심연 토벌전\n\n시간 / 01:56\n작곡 / 츠카고시 렌・마츠오 하야토\n편곡 / 츠카고시 렌",406
bgm_MC215B,0:00,1:21,bgm_MC215B_juke,"영춘 지오 게헤나 뱀 아가씨와 쌍려의 검사","스토리 이벤트 테마\n-「Tiny Twin Stars!!」어레인지-\n\n시간 / 01:21\n작곡 / 카나야마 슈지(Dream Monster)\n편곡 / 오카모토 유이치(Cygames)",407
bgm_MC216,0:00,1:35,bgm_MC216_juke,"속박의 큰 뱀 메두시아나","스토리 이벤트 보스 배틀\n\n시간 / 01:35\n작곡 / 오카모토 유이치(Cygames)\n편곡 / 오카모토 유이치(Cygames)",408
bgm_MC210,0:57,1:34,bgm_MC210,"Tiny Twin Stars！！","캐릭터 송\n\n시간 / 01:34\n노래 / 메두사(미즈하시 카오리)\n모니카(츠지 아유미)\n작사 / 카나야마 슈지(Dream Monster)\n작곡 / 카나야마 슈지(Dream Monster)\n편곡 / 카나야마 슈지(Dream Monster)\n브라스 어레인지 / 사토 아츠히토(Dream Monster)",409
bgm_MC201,0:00,3:09,bgm_MC201_juke,"고요한 영동의 명계","메인 퀘스트\n\n시간 / 03:09\n작곡 / 히가시오지 켄타\n편곡 / Enarak(Cygames)",410
bgm_MC202,0:00,1:36,bgm_MC202_juke,"지오 니블헬의 전투","메인 퀘스트\n\n시간 / 01:36\n작곡 / Enarak(Cygames)\n편곡 / Enarak(Cygames)",411
bgm_MC203,0:00,1:57,bgm_MC203_juke,"적막한 세계의 강적","메인 퀘스트 보스 배틀\n\n시간 / 01:57\n작곡 / 모리야 하야토\n편곡 / 모리야 하야토",412
bgm_MC160,0:00,2:54,bgm_MC160_juke,"바이올렛","캐릭터 테마\n-「고요한 영동의 명계」 어레인지-\n\n시간 / 02:54\n작곡 / 히가시오지 켄타\n편곡 / 히가시오지 켄타",413
bgm_MC205,0:00,3:24,bgm_MC205_juke,"삼마희속","캐릭터 테마\n\n시간 / 03:24\n작곡 / Enarak(Cygames)\n편곡 / 오카모토 유이치(Cygames)・Enarak(Cygames)",414
