name,music_id,total_playing_time,cue_id,sheet_id,listen_start_time,detail
"어나더 위시 로그",334,4:38,bgm_MC116_juke,bgm_MC116,0:00,"스토리 이벤트 미니 콘텐츠\n-｢Prayer｣ 어레인지-\n\n시간 / 04:38\n작곡 / 이토 츠바사\n편곡 / 요시카와 미쿠"
"불타는 세계를 간다",335,1:37,bgm_MC103_juke,bgm_MC103,0:00,"캐러밴\n-｢Precious Journey｣ 어레인지-\n\n시간 / 01:37\n작곡 / 히가시오지 켄타\n편곡 / IM.Lab"
"난입! 밴디 시스터즈",336,1:40,bgm_MC104_juke,bgm_MC104,0:00,"캐러밴\n-｢밴디 시스터즈｣ 어레인지-\n\n시간 / 01:40\n작곡 / 세키네 슈헤이(Cygames)\n편곡 / IM.Lab"
"에리스",337,2:28,bgm_M471_juke,bgm_M471,0:00,"캐릭터 테마\n\n\n시간 / 02:28\n작곡 / 히가시오지 켄타\n편곡 / 히가시오지 켄타"
"한겨울의 한여름과 성스러운 학교의 이단아",338,1:18,bgm_MC124_juke,bgm_MC124,0:00,"스토리 이벤트 테마\n-｢망상의 Summer Halation｣ 어레인지-\n\n시간 / 01:18\n작곡 / 데구치 료\n편곡 / 세키네 슈헤이(Cygames)"
"나락의 성녀 토미에",339,1:42,bgm_MC126_juke,bgm_MC126,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 01:42\n작곡 / 코나카 다이\n편곡 / 코나카 다이"
"망상의 Summer Halation",340,1:41,bgm_MC109,bgm_MC109,0:59,"캐릭터 송\n\n시간 / 01:41\n노래 / 치에루(사쿠라 아야네)\n클로에(타네자키 아츠미)\n유니(코하라 코노미)\n작사 / 데구치 료\n작곡 / 데구치 료\n편곡 / 데구치 료, 한다 츠바사"
"【LIVE】흐르는 수영장 낮",341,2:10,bgm_MC127_01_juke,bgm_MC127,0:00,"스토리 이벤트 미니 콘텐츠\n-｢망상의 Summer Halation｣ 어레인지-\n\n시간 / 02:10\n작곡 / 데구치 료\n편곡 / 후루미 치사코(Cygames)"
"【LIVE】흐르는 수영장 밤",342,2:10,bgm_MC128_01_juke,bgm_MC128,0:00,"스토리 이벤트 미니 콘텐츠\n-｢망상의 Summer Halation｣ 어레인지-\n\n시간 / 02:10\n작곡 / 데구치 료\n편곡 / 코이데 야마토(Cygames)"
"프린세스 나이트의 힘",343,3:45,bgm_MC129_juke,bgm_MC129,0:00,"프린세스 나이트 강화\n-｢프린세스 나이트｣ 어레인지-\n\n시간 / 03:45\n작곡 / 니시키 야스노리\n편곡 / 사토 하루카(Cygames)"
"심오한 영역에 이르다",344,0:59,bgm_MC130_juke,bgm_MC130,0:00,"심역 퀘스트\n-｢홍염의 심역｣ 어레인지-\n\n시간 / 00:59\n작곡 / 마츠오 하야토\n편곡 / 타다 아키후미"
"홍염의 심역",345,1:41,bgm_MC131_juke,bgm_MC131,0:00,"심역 퀘스트\n\n시간 / 01:41\n작곡 / 마츠오 하야토\n편곡 / 마츠오 하야토"
"창파의 심역",346,1:41,bgm_MC132_juke,bgm_MC132,0:00,"심역 퀘스트\n\n시간 / 01:41\n작곡 / 마츠오 하야토\n편곡 / 마츠오 하야토"
"취람의 심역",347,1:41,bgm_MC133_juke,bgm_MC133,0:00,"심역 퀘스트\n\n시간 / 01:41\n작곡 / 마츠오 하야토\n편곡 / 마츠오 하야토"
"박천의 심역",348,1:41,bgm_MC134_juke,bgm_MC134,0:00,"심역 퀘스트\n\n시간 / 01:41\n작곡 / 마츠오 하야토\n편곡 / 마츠오 하야토"
"자명의 심역",349,1:41,bgm_MC135_juke,bgm_MC135,0:00,"심역 퀘스트\n\n시간 / 01:41\n작곡 / 마츠오 하야토\n편곡 / 마츠오 하야토"
"쿨리 퓨리 부트 캠프 도깨비 교관과 채찍과… 당근?",350,1:36,bgm_MC136_juke,bgm_MC136,0:00,"스토리 이벤트 테마\n-｢Into The Trust｣ 어레인지-\n\n시간 / 01:36\n작곡 / 츠바키야마 히나코(Dream Monster)\n편곡 / 후루미 치사코(Cygames)"
"강뇌수・라이거 혼",351,2:06,bgm_MC139_juke,bgm_MC139,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 02:06\n작곡 / 나카가와 타카아키\n편곡 / 나카가와 타카아키"
"Into The Trust",352,1:30,bgm_MC151,bgm_MC151,1:00,"캐릭터 송\n\n시간 / 01:30\n노래 / 에리코(하시모토 치나미)\n마코토(코마츠 미카코)\n작사 / Cocoro.(Dream Monster)\n작곡 / 츠바키야마 히나코(Dream Monster)\n편곡 / 츠바키야마 히나코(Dream Monster)"
"에리코와 마코토의 행군(March) A-Go-Go!",353,1:51,bgm_MC140_juke,bgm_MC140,0:00,"미니 게임\n-｢Into The Trust｣ 어레인지-\n\n시간 / 01:51\n작곡 / 츠바키야마 히나코(Dream Monster)\n편곡 / 코나카 다이"
"신병들이여, 나를 따르라",354,3:23,bgm_MC141_juke,bgm_MC141,0:00,"미니 게임\n-｢Into The Trust｣ 어레인지-\n\n시간 / 03:23\n작곡 / 츠바키야마 히나코(Dream Monster)\n편곡 / 타다 아키후미"
"결투의 무대로",355,1:04,bgm_MC044_juke,bgm_MC044,0:00,"배틀 스타디움\n\n시간 / 01:04\n작곡 / 하타다 히로타카(Cygames)\n편곡 / 하타다 히로타카(Cygames)"
"배틀 스타디움, 개막!",356,2:13,bgm_MC045_juke,bgm_MC045,0:00,"배틀 스타디움\n\n시간 / 02:13\n작곡 / 하타다 히로타카(Cygames)\n편곡 / 하타다 히로타카(Cygames)"
"꽃 피는 계절의 상세리테",357,1:20,bgm_MC143_juke,bgm_MC143,0:00,"스토리 이벤트 테마\n-｢눈동자에 비친 실루엣｣ 어레인지-\n\n시간 / 01:20\n작곡 / ReNee\n편곡 / 타다 아키후미"
"마물 식물・모베르베",358,2:25,bgm_MC145_juke,bgm_MC145,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 02:25\n작곡 / Enarak(Cygames)\n편곡 / Enarak(Cygames)"
"눈동자에 비친 실루엣",359,1:29,bgm_MC152,bgm_MC152,0:50,"캐릭터 송\n\n시간 / 01:29\n노래 / 스즈메(유우키 아오이)\n쿄우카(오구라 유이)\n작사 / ReNee\n작곡 / ReNee\n편곡 / 토지마 유스케"
"연옥에 머무르는 자",360,1:31,bgm_MC142_juke,bgm_MC142,0:00,"메인 퀘스트 보스 배틀\n-｢업화가 활활 타오르는 밀림｣ 어레인지-\n\n시간 / 01:31\n작곡 / 마츠오 하야토,IM.Lab\n편곡 / 마츠오 하야토"
"그랜드림 온 퍼레이드　보석 토끼와 비밀 동료들",361,2:43,bgm_MC147_juke,bgm_MC147,0:00,"스토리 이벤트 테마\n-｢미라클 쥬얼 퍼레이드!｣ 어레인지-\n\n시간 / 02:43\n작곡 / INN\n편곡 / 코이데 야마토(Cygames)"
"권토중래・지노",362,1:42,bgm_MC150_juke,bgm_MC150,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 01:42\n작곡 / 오카모토 유이치(Cygames)\n편곡 / 오카모토 유이치(Cygames)"
"미라클 쥬얼 퍼레이드!",363,1:23,bgm_MC153,bgm_MC153,0:48,"캐릭터 송\n\n시간 / 01:23\n노래 / 쿠루루(타나카 미나미)\n작사 / 마츠이 요헤이\n작곡 / INN\n편곡 / INN"
"그랜드림 파크 가이드",364,2:47,bgm_MC148_juke,bgm_MC148,0:00,"스토리 이벤트 미니 콘텐츠\n-｢미라클 쥬얼 퍼레이드!｣ 어레인지-\n\n시간 / 02:47\n작곡 / INN\n편곡 / IM.Lab"
"모여라 착한 일 클럽! 미소라의 유쾌한 여름 휴가",365,1:45,bgm_MC156_juke,bgm_MC156,0:00,"스토리 이벤트 테마\n-「Ai-사랑 도피행★」「최종 퀘스트입니다★｣ 어레인지-\n\n시간 / 01:45\n작곡 / 카케하시 타쿠야 (Cygames),IM.Lab\n편곡 / 츠카고시 렌"
"한여름의 버서크 슬라임",366,2:00,bgm_MC158_juke,bgm_MC158,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 02:00\n작곡 / 타야마 리나\n편곡 / 타야마 리나"
"Ai-사랑 도피행★",367,1:24,bgm_MC154,bgm_MC154,0:42,"캐릭터 송\n\n시간 / 01:24\n노래 / 미소라(키토 아카리)\n작사 / 이와이 아야카 (Cygames)\n작곡 / 카케하시 타쿠야 (Cygames)\n편곡 / 카케하시 타쿠야 (Cygames)"
"서머 포토 픽스",368,1:48,bgm_MC157_juke,bgm_MC157,0:00,"스토리 이벤트 미니 콘텐츠\n-｢Ai-사랑 도피행★｣ 어레인지-\n\n시간 / 01:48\n작곡 / 카케하시 타쿠야 (Cygames)\n편곡 / 후루미 치사코(Cygames)"
"환혹의 요정　‐한여름의 정원에 춤추는 그림자‐",369,1:27,bgm_MC162_juke,bgm_MC162,0:00,"스토리 이벤트 테마\n-「Re:collection｣ 어레인지-\n\n시간 / 01:27\n작곡 / 타키자와 슌스케(TRYTONELABO)\n편곡 / Enarak(Cygames)"
"카오스 제네레이터",370,2:15,bgm_MC164_juke,bgm_MC164,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 02:15\n작곡 / 타야마 리나\n편곡 / 타야마 리나"
Re:collection,371,1:28,bgm_MC193,bgm_MC193,0:50,"캐릭터 송\n\n시간 / 01:28\n노래 / 아메스(아이사카 유카노래)\n작사 / Mitsu(TRYTONELABO)\n작곡 / 타키자와 슌스케(TRYTONELABO)\n편곡 / 타키자와 슌스케(TRYTONELABO)"
"물의 도시 memorie",372,1:49,bgm_MC163A_juke,bgm_MC163A,0:00,"스토리 이벤트 미니 콘텐츠\n-｢Re:collection｣ 어레인지-\n\n시간 / 01:49\n작곡 / 타키자와 슌스케(TRYTONELABO)\n편곡 / 코나카 다이"
"연옥의 리벨리온",373,1:29,bgm_MC178A_juke,bgm_MC178A,0:00,"연옥의 리벨리온\n\n시간 / 01:29\n작곡 / 나카마치 토모히로\n편곡 / 나카마치 토모히로"
"연옥의 리벨리온 -육흉・마거미 아라크네-",374,1:39,bgm_MC178B_juke,bgm_MC178B,0:00,"연옥의 리벨리온\n\n시간 / 01:39\n작곡 / 나카마치 토모히로\n편곡 / 나카마치 토모히로"
"마거미의 시종과 전투",375,1:40,bgm_MC179A_juke,bgm_MC179A,0:00,"연옥의 리벨리온 보스 배틀\n\n시간 / 01:40\n작곡 / 우에다 요시헤이\n편곡 / 우에다 요시헤이"
"미혹의 도적 세 자매",376,1:40,bgm_MC179B_juke,bgm_MC179B,0:00,"연옥의 리벨리온 보스 배틀\n\n시간 / 01:40\n작곡 / 우에다 요시헤이・세키네 슈헤이(Cygames)\n편곡 / 우에다 요시헤이"
"혁명의 소녀와의 싸움",377,2:07,bgm_MC180_juke,bgm_MC180,0:00,"연옥의 리벨리온 보스 배틀\n\n시간 / 02:07\n작곡 / IM.Lab・Enarak(Cygames)\n편곡 / Enarak(Cygames)"
"땅속의 감옥에 잠복한 재앙",378,2:05,bgm_MC181A_juke,bgm_MC181A,0:00,"연옥의 리벨리온 보스 배틀\n\n시간 / 02:05\n작곡 / IM.Lab\n편곡 / 히가시오지 켄타"
"깨어난 육흉・마거미 아라크네",379,2:08,bgm_MC181B_juke,bgm_MC181B,0:00,"연옥의 리벨리온 보스 배틀\n\n시간 / 02:08\n작곡 / IM.Lab\n편곡 / 히가시오지 켄타"
"재림한 공주 옷차림의 빙룡",380,2:49,bgm_MC182_juke,bgm_MC182,0:00,"연옥의 리벨리온 보스 배틀\n-「Yes! Precious Harmony!｣ 어레인지-\n\n시간 / 02:49\n작곡 / 타카오 소노스케(F.M.F)\n편곡 / 나카가와 타카아키"
"셰피",381,1:47,bgm_M408_juke,bgm_M408,0:00,"캐릭터 테마\n\n시간 / 01:47\n작곡 / 나카가와 타카아키\n편곡 / 나카가와 타카아키"
"프레이야",382,2:50,bgm_MC069_juke,bgm_MC069,0:00,"캐릭터 테마\n\n시간 / 02:50\n작곡 / IM.Lab\n편곡 / IM.Lab"
"아라크네",383,1:55,bgm_MC059_juke,bgm_MC059,0:00,"캐릭터 테마\n\n시간 / 01:55\n작곡 / IM.Lab\n편곡 / IM.Lab"
"드러난 마거미의 진상",384,3:15,bgm_MC176B_juke,bgm_MC176B,0:00,"메인 스토리\n\n시간 / 03:15\n작곡 / IM.Lab\n편곡 / IM.Lab"
"노조미의 일일 점장기 여기는 알케스 연금당",385,1:37,bgm_MC186_juke,bgm_MC186,0:00,"스토리 이벤트 테마\n-「Dance in the Fragrance」「알케스 연금당」\n어레인지-\n\n시간 / 01:37\n작곡 / 야마모토 마오키, 코이데 야마토(Cygames)\n편곡 / 코이데 야마토(Cygames)"
"베놈 히드라",386,1:34,bgm_MC188_juke,bgm_MC188,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 01:34\n작곡 / 오카모토 유이치(Cygames)\n편곡 / 오카모토 유이치(Cygames)"
"Dance in the Fragrance",387,1:24,bgm_MC207,bgm_MC207,0:55,"캐릭터 송\n\n시간 / 01:24\n노래 / 노조미(히카사 요코)\n루이즈마리(스즈시로 사유미)\n이로하(아오야마 요시노)\n소노(이노우에 호노카)\n작사 / 코다마 아메코\n작곡 / 야마모토 마오키\n편곡 / 야마모토 마오키"
"알케스 연금당 업무 일지",388,2:01,bgm_MC187_juke,bgm_MC187,0:00,"스토리 이벤트 미니 콘텐츠\n-｢Dance in the Fragrance｣어레인지-\n\n시간 / 02:01\n작곡 / 야마모토 마오키\n편곡 / Enarak(Cygames)"
"알케스 연금당",389,1:39,bgm_MC189A_juke,bgm_MC189A,0:00,"캐릭터 테마\n\n시간 / 01:39\n작곡 / 코이데 야마토(Cygames)\n편곡 / 오카모토 유이치(Cygames)"
"알케스 연금당(케미컬 Ver.)",390,1:39,bgm_MC189B_juke,bgm_MC189B,0:00,"캐릭터 테마\n\n시간 / 01:39\n작곡 / 코이데 야마토(Cygames)\n편곡 / 코이데 야마토(Cygames), 오카모토 유이치(Cygames)"
"밴디트 리턴즈 염국의 무법 자매",391,1:55,bgm_MC194_juke,bgm_MC194,0:00,"스토리 이벤트 테마\n-「밴디 라우디 쇼 타임!!」어레인지-\n\n시간 / 01:55\n작곡 / 세키네 슈헤이(Cygames)\n편곡 / 츠카고시 렌"
"하이퍼 대시 조",392,1:37,bgm_MC196_juke,bgm_MC196,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 01:37\n작곡 / 나카무라 히로시\n편곡 / 나카무라 히로시"
"밴디 라우디 쇼 타임!!",393,1:20,bgm_MC208,bgm_MC208,0:39,"캐릭터 송\n\n시간 / 01:20\n노래 / 야마토(파이루즈 아이)\n와카나(이와미 마나카)\n후부키(하나이 미하루)\n작사 / 이와이 아야카(Cygames)・사토 하루카(Cygames)\n작곡 / 세키네 슈헤이(Cygames)\n편곡 / 세키네 슈헤이(Cygames)"
"격돌! 파괴! 일리걸 탱크 워",394,1:54,bgm_MC198_juke,bgm_MC198,0:00,"미니 게임\n-「밴디 라우디 쇼 타임!!」어레인지-\n\n시간 / 01:54\n작곡 / 세키네 슈헤이(Cygames)\n편곡 / 코이데 야마토(Cygames)"
"출격! 전차 배틀!",395,0:23,bgm_MC199_Battle,bgm_MC199,0:00,"미니 게임\n-「밴디 시스터즈」어레인지-\n\n시간 / 00:23\n작곡 / 세키네 슈헤이(Cygames)\n편곡 / 코이데 야마토(Cygames)"
"Let's! 『궁극 연성』!",396,2:05,bgm_MC190_juke,bgm_MC190,0:00,"궁극 연성\n-「알케스 연금당」어레인지-\n\n시간 / 02:05\n작곡 / 코이데 야마토(Cygames)\n편곡 / Enarak(Cygames)"
"역전의 난적, 이 땅에서 해후하다",397,1:18,bgm_MC191_juke,bgm_MC191,0:00,"기억의 전장\n\n시간 / 01:18\n작곡 / Enarak(Cygames)\n편곡 / Enarak(Cygames)"
"러브＆퍼니시먼트 악마가 전하는 크리스마스",398,3:26,bgm_MC213_juke,bgm_MC213,0:00,"스토리 이벤트 테마\n-「오늘 밤, 겨우살이 아래에서」어레인지-\n\n시간 / 03:26\n작곡 / 야노 타츠야\n편곡 / 코이데 야마토(Cygames)"
"고스트 키드 베로리",399,1:37,bgm_MC214_juke,bgm_MC214,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 01:37\n작곡 / 코이데 야마토(Cygames)\n편곡 / 코이데 야마토(Cygames)"
"오늘 밤, 겨우살이 아래에서",400,1:31,bgm_MC209,bgm_MC209,0:51,"캐릭터 송\n\n시간 / 01:31\n노래 / 라이라엘(카와세 마키)\n이오(이토 시즈카)\n작사 / 유키 아이라\n작곡 / 야노 타츠야\n편곡 / 야노 타츠야"
"주화의 심연",401,1:24,bgm_MC165_juke,bgm_MC165,0:00,"심연 토벌전\n\n시간 / 01:24\n작곡 / 마츠오 하야토・츠카고시 렌・IM.Lab\n편곡 / IM.Lab"
"굉류의 심연",402,1:24,bgm_MC166_juke,bgm_MC166,0:00,"심연 토벌전\n\n시간 / 01:24\n작곡 / 마츠오 하야토・츠카고시 렌・IM.Lab\n편곡 / IM.Lab"
"열풍의 심연",403,1:24,bgm_MC167_juke,bgm_MC167,0:00,"심연 토벌전\n\n시간 / 01:24\n작곡 / 마츠오 하야토・츠카고시 렌・IM.Lab\n편곡 / IM.Lab"
"찬란의 심연",404,1:24,bgm_MC168_juke,bgm_MC168,0:00,"심연 토벌전\n\n시간 / 01:24\n작곡 / 마츠오 하야토・츠카고시 렌・IM.Lab\n편곡 / IM.Lab"
"현암의 심연",405,1:24,bgm_MC169_juke,bgm_MC169,0:00,"심연 토벌전\n\n시간 / 01:24\n작곡 / 마츠오 하야토・츠카고시 렌・IM.Lab\n편곡 / IM.Lab"
"깊은 복마의 구렁텅이로 가다",406,1:56,bgm_MC170_juke,bgm_MC170,0:00,"심연 토벌전\n\n시간 / 01:56\n작곡 / 츠카고시 렌・마츠오 하야토\n편곡 / 츠카고시 렌"
"영춘 지오 게헤나 뱀 아가씨와 쌍려의 검사",407,1:21,bgm_MC215B_juke,bgm_MC215B,0:00,"스토리 이벤트 테마\n-「Tiny Twin Stars!!」어레인지-\n\n시간 / 01:21\n작곡 / 카나야마 슈지(Dream Monster)\n편곡 / 오카모토 유이치(Cygames)"
"속박의 큰 뱀 메두시아나",408,1:35,bgm_MC216_juke,bgm_MC216,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 01:35\n작곡 / 오카모토 유이치(Cygames)\n편곡 / 오카모토 유이치(Cygames)"
"Tiny Twin Stars！！",409,1:34,bgm_MC210,bgm_MC210,0:57,"캐릭터 송\n\n시간 / 01:34\n노래 / 메두사(미즈하시 카오리)\n모니카(츠지 아유미)\n작사 / 카나야마 슈지(Dream Monster)\n작곡 / 카나야마 슈지(Dream Monster)\n편곡 / 카나야마 슈지(Dream Monster)\n브라스 어레인지 / 사토 아츠히토(Dream Monster)"
"고요한 영동의 명계",410,3:09,bgm_MC201_juke,bgm_MC201,0:00,"메인 퀘스트\n\n시간 / 03:09\n작곡 / 히가시오지 켄타\n편곡 / Enarak(Cygames)"
"지오 니블헬의 전투",411,1:36,bgm_MC202_juke,bgm_MC202,0:00,"메인 퀘스트\n\n시간 / 01:36\n작곡 / Enarak(Cygames)\n편곡 / Enarak(Cygames)"
"적막한 세계의 강적",412,1:57,bgm_MC203_juke,bgm_MC203,0:00,"메인 퀘스트 보스 배틀\n\n시간 / 01:57\n작곡 / 모리야 하야토\n편곡 / 모리야 하야토"
"바이올렛",413,2:54,bgm_MC160_juke,bgm_MC160,0:00,"캐릭터 테마\n-「고요한 영동의 명계」 어레인지-\n\n시간 / 02:54\n작곡 / 히가시오지 켄타\n편곡 / 히가시오지 켄타"
"삼마희속",414,3:24,bgm_MC205_juke,bgm_MC205,0:00,"캐릭터 테마\n\n시간 / 03:24\n작곡 / Enarak(Cygames)\n편곡 / 오카모토 유이치(Cygames)・Enarak(Cygames)"
