command_type,param_04,param_08,param_01,param_03,param_05,param_02,command_id,param_06,drama_id,param_07
11,1,0,100411,10,1,"확실히, 뮤뮤는 밤에도\n수영장 가방에서 자니까.\n바꾸지 않는 게 좋으려나.",1009807086,0,1009807,0
91,"","",0,"","","",1009807087,"",1009807,""
3,"","",100411,1,"",lsv_idle_wish,1009807088,0.2,1009807,""
3,"","",102011,1,"",lsv_talk_normal,1009807089,0.2,1009807,""
21,0,"",vo_lsv,0,"",vo_lsv_0730,1009807090,"",1009807,""
11,1,0,102011,10,1,"그리고 껴안을 때는\n교대로 하는 것도♪",1009807091,0,1009807,0
91,"","",0,"","","",1009807092,"",1009807,""
3,"","",102011,1,"",lsv_idle_normal,1009807093,0.2,1009807,""
101,"","",1009807143,"","","",1009807094,"",1009807,""
3,lsv_idle_normal,"",102011,0,1,lsv_choice,1009807095,0,1009807,0.2
3,lsv_idle_normal,"",100411,0,1,lsv_choice,1009807096,0,1009807,0.2
3,lsv_idle_normal,"",103611,0,1,lsv_choice,1009807097,0,1009807,0.2
93,"","",0.1,"","",0,1009807098,"",1009807,""
2,0.33,"",102011,-235,2,-200,1009807099,"",1009807,0.2
2,0.33,"",100411,-220,2,100,1009807100,"",1009807,0.2
2,0.33,"",103611,-250,2,270,1009807101,"",1009807,0.2
93,"","",0.7,"","",0,1009807102,"",1009807,""
3,"","",102011,1,"",lsv_talk_surprise_talkjoy,1009807103,0.2,1009807,""
21,0,"",vo_lsv,0,"",vo_lsv_0731,1009807104,"",1009807,""
11,1,0,102011,10,1,"바구니라면\n요람처럼 되어서\n뮤뮤도 기분 좋을지도♪",1009807105,0,1009807,0
91,"","",0,"","","",1009807106,"",1009807,""
3,"","",102011,1,"",lsv_idle_surprise_joy,1009807107,0.2,1009807,""
3,"","",103611,1,"",lsv_talk_sad,1009807108,0.2,1009807,""
21,0,"",vo_lsv,0,"",vo_lsv_0732,1009807109,"",1009807,""
11,1,0,103611,10,1,"으~음… 제대로 들지 않으면\n흔들흔들 너무 흔들려서\n멀미 날지도 모르는데?",1009807110,0,1009807,0
91,"","",0,"","","",1009807111,"",1009807,""
3,"","",103611,1,"",lsv_idle_sad_normal,1009807112,0.2,1009807,""
3,lsv_talk_cool_joy_loop,"",100411,0,1,lsv_talk_cool_joy,1009807113,0,1009807,0.2
21,0,"",vo_lsv,0,"",vo_lsv_0733,1009807114,"",1009807,""
11,1,0,100411,10,1,"시도만 해보자.\n마음에 안 들어 하는 것 같으면,\n수영장 가방을 그대로 써도 되니까♪",1009807115,0,1009807,0
91,"","",0,"","","",1009807116,"",1009807,""
3,"","",100411,1,"",lsv_idle_cool,1009807117,0.2,1009807,""
101,"","",1009807143,"","","",1009807118,"",1009807,""
3,lsv_idle_normal,"",102011,0,1,lsv_choice,1009807119,0,1009807,0.2
3,lsv_idle_normal,"",100411,0,1,lsv_choice,1009807120,0,1009807,0.2
3,lsv_idle_normal,"",103611,0,1,lsv_choice,1009807121,0,1009807,0.2
93,"","",0.1,"","",0,1009807122,"",1009807,""
2,0.33,"",102011,-235,2,-200,1009807123,"",1009807,0.2
2,0.33,"",100411,-220,2,100,1009807124,"",1009807,0.2
2,0.33,"",103611,-250,2,270,1009807125,"",1009807,0.2
93,"","",0.7,"","",0,1009807126,"",1009807,""
3,lsv_talk_guts2_loop,"",100411,0,1,lsv_talk_guts2,1009807127,0,1009807,0.2
21,0,"",vo_lsv,0,"",vo_lsv_0734,1009807128,"",1009807,""
11,1,0,100411,10,1,"업는 것 같은 느낌이겠네!\n그것도 괜찮을지도?",1009807129,0,1009807,0
91,"","",0,"","","",1009807130,"",1009807,""
3,"","",100411,1,"",lsv_idle_normal,1009807131,0.2,1009807,""
3,"","",102011,1,"",lsv_talk_joy3_shy,1009807132,0.2,1009807,""
21,0,"",vo_lsv,0,"",vo_lsv_0735,1009807133,"",1009807,""
11,1,0,102011,10,1,"으~음… 등만 보고 있으면,\n뮤뮤가\n쓸쓸해지지 않을까?",1009807134,0,1009807,0
91,"","",0,"","","",1009807135,"",1009807,""
3,"","",102011,1,"",lsv_idle_sad_normal,1009807136,0.2,1009807,""
3,"","",103611,1,"",lsv_talk_thinking_anger,1009807137,0.2,1009807,""
21,0,"",vo_lsv,0,"",vo_lsv_0736,1009807138,"",1009807,""
11,1,0,103611,10,1,"…그 점은 조금 걱정이네.\n하지만, 해보지 않으면\n모르니까. 시도해 보자!",1009807139,0,1009807,0
91,"","",0,"","","",1009807140,"",1009807,""
3,"","",103611,1,"",lsv_idle_normal_joyR,1009807141,0.2,1009807,""
101,"","",1009807143,"","","",1009807142,"",1009807,""
91,"","",0,"","","",1009807143,"",1009807,""
102,"","","","","","",1009807144,"",1009807,""
22,"","",0,"","",0.2,1009807145,"",1009807,""
93,"","",0.2,"","","",1009807146,"",1009807,""
12,0,0,102011,1,0,4,1009807147,0,1009807,0
3,"","",102011,1,"",lsv_talk_surprise,1009807148,0.2,1009807,""
93,"","",3,"","",0,1009807149,"",1009807,""
3,"","",102011,1,"",lsv_idle_normal_joyR,1009807150,0.2,1009807,""
12,0,0,100411,1,0,6,1009807151,0,1009807,0
3,"","",100411,1,"",lsv_talk_joy1_normal,1009807152,0.2,1009807,""
93,"","",3,"","",0,1009807153,"",1009807,""
3,"","",100411,1,"",lsv_idle_normal_joy,1009807154,0.2,1009807,""
12,0,0,103611,1,0,10,1009807155,0,1009807,0
3,"","",103611,1,"",lsv_talk_joy3_dere,1009807156,0.2,1009807,""
93,"","",3,"","",0,1009807157,"",1009807,""
3,"","",103611,1,"",lsv_idle_wish,1009807158,0.2,1009807,""
101,"","",1009807147,"","","",1009807159,"",1009807,""
6,1,"",333,1,0,1,1009807160,1,1009807,0
4,"","",102011,"","",1,1009807161,"",1009807,""
3,"","",102011,1,"",lsv_run,1009807162,0.2,1009807,""
2,0.8,"",102011,-235,0,-750,1009807163,"",1009807,""
4,"","",100411,"","",0,1009807164,"",1009807,""
3,"","",100411,1,"",lsv_run,1009807165,0.2,1009807,""
2,0.8,"",100411,-220,0,750,1009807166,"",1009807,""
4,"","",103611,"","",0,1009807167,"",1009807,""
3,"","",103611,1,"",lsv_run,1009807168,0.2,1009807,""
2,0.8,"",103611,-250,0,850,1009807169,"",1009807,""
93,"","",0.6,"","","",1009807170,"",1009807,""
6,1,"",102011,1,0,1,1009807171,0.2,1009807,0
6,1,"",100411,1,0,1,1009807172,0.2,1009807,0
6,1,"",103611,1,0,1,1009807173,0.2,1009807,0
91,"","",0,"","","",1009807174,"",1009807,""
1,-700,lsv_idle_normal,1,101,-220,100411,1009808001,1.95,1009808,0
1,-550,lsv_idle_normal,1,100,-235,102011,1009808002,1.95,1009808,0
1,-800,lsv_idle_normal,1,102,-250,103611,1009808003,1.95,1009808,0
5,0,lsv_white_loop,1,0,0,333,1009808004,1,1009808,0
6,1,"",333,1,0,1,1009808005,0,1009808,0
31,110,"",3,-630,1.3,13,1009808006,0,1009808,""
6,1,"",100411,1,0,1,1009808007,0,1009808,0
6,1,"",102011,1,0,1,1009808008,0,1009808,0
6,1,"",103611,1,0,1,1009808009,0,1009808,0
93,"","",1,"","",0,1009808010,"",1009808,""
6,1,"",333,1,0.4,1,1009808011,0.8,1009808,0
3,"","",100411,1,"",lsv_walk_glad,1009808012,0.2,1009808,""
2,2,"",100411,-220,0,-100,1009808013,"",1009808,""
6,1,"",100411,1,1,1,1009808014,0.4,1009808,0
3,"","",102011,1,"",lsv_walk_glad2,1009808015,0.2,1009808,""
2,2.2,"",102011,-235,0,100,1009808016,"",1009808,""
6,1,"",102011,1,1,1,1009808017,0.4,1009808,0
3,"","",103611,1,"",lsv_walk_glad,1009808018,0.2,1009808,""
2,2,"",103611,-250,0,-270,1009808019,"",1009808,""
6,1,"",103611,1,1,1,1009808020,0.4,1009808,0
32,"","",13,"","",1,1009808021,"",1009808,""
33,2,"",13,110,0,-180,1009808022,"",1009808,""
93,"","",2,"","","",1009808023,"",1009808,""
32,"","",13,"","",0,1009808024,"",1009808,""
3,"","",100411,1,"",lsv_idle_normal,1009808025,0.2,1009808,""
3,"","",103611,1,"",lsv_idle_normal,1009808026,0.2,1009808,""
93,"","",0.2,"","","",1009808027,"",1009808,""
4,"","",102011,"","",1,1009808028,"",1009808,""
3,"","",102011,1,"",lsv_idle_normal,1009808029,0.2,1009808,""
93,"","",0.5,"","","",1009808030,"",1009808,""
12,"","",100411,0.5,"",10,1009808031,0,1009808,0
3,lsv_idle_normal,"",100411,0,1,lsv_smile2,1009808032,0,1009808,0.2
12,"","",102011,0.5,"",10,1009808033,0,1009808,0
3,lsv_idle_normal,"",102011,0,1,lsv_smile2,1009808034,0,1009808,0.2
12,"","",103611,0.5,"",10,1009808035,0,1009808,0
3,lsv_idle_normal,"",103611,0,1,lsv_smile2,1009808036,0,1009808,0.2
93,"","",1.5,"","","",1009808037,"",1009808,""
4,"","",102011,"","",0,1009808038,"",1009808,""
3,"","",102011,1,"",lsv_walk,1009808039,0.2,1009808,""
2,1,"",102011,-235,0,200,1009808040,"",1009808,""
93,"","",1,"","","",1009808041,"",1009808,""
3,"","",102011,1,"",lsv_idle_normal,1009808042,0.2,1009808,""
93,"","",0,"","","",1009808043,"",1009808,""
4,"","",102011,"","",1,1009808044,"",1009808,""
93,"","",0.6,"","","",1009808045,"",1009808,""
3,lsv_talk_arm_crossed_loop_joy,"",100411,0,1,lsv_talk_arm_crossed_joy,1009808046,0,1009808,0.2
21,0,"",vo_lsv,0,"",vo_lsv_0821,1009808047,"",1009808,""
11,1,0,100411,10,1,"냣토\n크고 귀여웠지~!",1009808048,0,1009808,0
91,"","",0,"","","",1009808049,"",1009808,""
3,"","",100411,1,"",lsv_idle_arm_crossed_joy,1009808050,0.2,1009808,""
3,"","",102011,1,"",lsv_talk_memory_dere2,1009808051,0.2,1009808,""
21,0,"",vo_lsv,0,"",vo_lsv_0822,1009808052,"",1009808,""
11,1,0,102011,10,1,"응♪\n게다가 매우 상냥하고…\n매우 푹신푹신♪",1009808053,0,1009808,0
91,"","",0,"","","",1009808054,"",1009808,""
3,"","",102011,1,"",lsv_idle_memory,1009808055,0.2,1009808,""
3,"","",103611,1,"",lsv_talk_thinking_joyR,1009808056,0.2,1009808,""
21,0,"",vo_lsv,0,"",vo_lsv_0823,1009808057,"",1009808,""
11,1,0,103611,10,1,"시오리 씨도 상냥하고,\n협력해 준다는 것도\n알았고… 좋은 날이었어.",1009808058,0,1009808,0
91,"","",0,"","","",1009808059,"",1009808,""
3,"","",103611,1,"",lsv_idle_normal,1009808060,0.2,1009808,""
3,"","",102011,1,"",lsv_idle_normal,1009808061,0.2,1009808,""
3,lsv_talk_cool_normal2_loop,"",100411,0,1,lsv_talk_cool_normal2,1009808062,0,1009808,0.2
21,0,"",vo_lsv,0,"",vo_lsv_0824,1009808063,"",1009808,""
11,1,0,100411,10,1,"이 기세로 뮤뮤와\n다양한 곳에 가서,\n여러 가지 놀이를 하자!",1009808064,0,1009808,0
91,"","",0,"","","",1009808065,"",1009808,""
3,"","",100411,1,"",lsv_idle_cool_joy,1009808066,0.2,1009808,""
3,lsv_talk_doya_anger_loop,"",103611,0,1,lsv_talk_doya,1009808067,0,1009808,0.2
21,0,"",vo_lsv,0,"",vo_lsv_0825,1009808068,"",1009808,""
11,1,0,103611,10,1,"응!\n…앗. 관찰하는 것도\n잊으면 안 된다?",1009808069,0,1009808,0
91,"","",0,"","","",1009808070,"",1009808,""
3,"","",103611,1,"",lsv_idle_doya,1009808071,0.2,1009808,""
3,"","",100411,1,"",lsv_talk_bitter,1009808072,0.2,1009808,""
21,0,"",vo_lsv,0,"",vo_lsv_0826,1009808073,"",1009808,""
11,1,0,100411,10,1,"무, 물론이지~!\n아하하하하~",1009808074,0,1009808,0
91,"","",0,"","","",1009808075,"",1009808,""
3,"","",100411,1,"",lsv_idle_bitter,1009808076,0.2,1009808,""
3,"","",102011,1,"",lsv_talk_surprise_talkjoy,1009808077,0.2,1009808,""
21,0,"",vo_lsv,0,"",vo_lsv_0827,1009808078,"",1009808,""
11,1,0,102011,10,1,"저기, 오빠♪\n뮤뮤와 친하게 지내 줄\n아이, 더 알고 있어?",1009808079,0,1009808,0
91,"","",0,"","","",1009808080,"",1009808,""
3,"","",102011,1,"",lsv_idle_surprise_joy,1009808081,0.2,1009808,""
3,lsv_look_idle_normal,"",100411,0,1,lsv_choice,1009808082,0,1009808,0.2
3,lsv_look_idle_normal,"",102011,0,1,lsv_choice,1009808083,0,1009808,0.2
3,lsv_look_idle_normal,"",103611,0,1,lsv_choice,1009808084,0,1009808,0.2
93,"","",0.1,"","",0,1009808085,"",1009808,""
2,0.33,"",100411,-220,2,-420,1009808086,"",1009808,0.2
2,0.33,"",102011,-235,2,452,1009808087,"",1009808,0.2
2,0.33,"",103611,-250,2,-545,1009808088,"",1009808,0.2
22,"","",0,1,"",0,1009808089,0.2,1009808,""
103,"","","목장의 소들",0,"",1009808093,1009808090,"",1009808,""
103,"","","푸우키치",0,"",1009808117,1009808091,"",1009808,""
103,"","","라고",0,"",1009808141,1009808092,"",1009808,""
3,lsv_idle_normal,"",100411,0,1,lsv_choice,1009808093,0,1009808,0.2
3,lsv_idle_normal,"",102011,0,1,lsv_choice,1009808094,0,1009808,0.2
3,lsv_idle_normal,"",103611,0,1,lsv_choice,1009808095,0,1009808,0.2
93,"","",0.1,"","",0,1009808096,"",1009808,""
2,0.33,"",100411,-220,2,-100,1009808097,"",1009808,0.2
2,0.33,"",102011,-235,2,200,1009808098,"",1009808,0.2
2,0.33,"",103611,-250,2,-270,1009808099,"",1009808,0.2
93,"","",0.7,"","",0,1009808100,"",1009808,""
3,"","",103611,1,"",lsv_talk_thinking_joyR,1009808101,0.2,1009808,""
21,0,"",vo_lsv,0,"",vo_lsv_0828,1009808102,"",1009808,""
11,1,0,103611,10,1,"과연… 좋은 안이네요.\n목장의 소들이라면,\n사람에게도 익숙할 것 같고.",1009808103,0,1009808,0
91,"","",0,"","","",1009808104,"",1009808,""
3,"","",103611,1,"",lsv_idle_thinking_joy1,1009808105,0.2,1009808,""
3,"","",102011,1,"",lsv_talk_wish_joy,1009808106,0.2,1009808,""
21,0,"",vo_lsv,0,"",vo_lsv_0829,1009808107,"",1009808,""
11,1,0,102011,10,1,"분명, 뮤뮤에게도\n상냥하게 대해줄 거야♪",1009808108,0,1009808,0
91,"","",0,"","","",1009808109,"",1009808,""
3,"","",102011,1,"",lsv_idle_wish_joy,1009808110,0.2,1009808,""
3,"","",100411,1,"",lsv_talk_normal,1009808111,0.2,1009808,""
21,0,"",vo_lsv,0,"",vo_lsv_0830,1009808112,"",1009808,""
11,1,0,100411,10,1,"목장이라면\n시오리 언니도 있으니까\n안심이고!",1009808113,0,1009808,0
91,"","",0,"","","",1009808114,"",1009808,""
3,"","",100411,1,"",lsv_idle_normal,1009808115,0.2,1009808,""
101,"","",1009808166,"","","",1009808116,"",1009808,""
3,lsv_idle_normal,"",100411,0,1,lsv_choice,1009808117,0,1009808,0.2
3,lsv_idle_normal,"",102011,0,1,lsv_choice,1009808118,0,1009808,0.2
3,lsv_idle_normal,"",103611,0,1,lsv_choice,1009808119,0,1009808,0.2
93,"","",0.1,"","",0,1009808120,"",1009808,""
2,0.33,"",100411,-220,2,-100,1009808121,"",1009808,0.2
2,0.33,"",102011,-235,2,200,1009808122,"",1009808,0.2
2,0.33,"",103611,-250,2,-270,1009808123,"",1009808,0.2
93,"","",0.7,"","",0,1009808124,"",1009808,""
3,"","",102011,1,"",lsv_talk_joy3_blink,1009808125,0.2,1009808,""
21,0,"",vo_lsv,0,"",vo_lsv_0831,1009808126,"",1009808,""
11,1,0,102011,10,1,"아야네의 친구?\n푸우키치 씨라면,\n분명 사이좋게 지내주겠네♪",1009808127,0,1009808,0
91,"","",0,"","","",1009808128,"",1009808,""
3,"","",102011,1,"",lsv_idle_joy,1009808129,0.2,1009808,""
3,"","",103611,1,"",lsv_talk_surprise,1009808130,0.2,1009808,""
21,0,"",vo_lsv,0,"",vo_lsv_0832,1009808131,"",1009808,""
11,1,0,103611,10,1,"아야네 씨라면, 걱정은\n필요 없겠네요…… 신기한\n아이에게는 익숙할 테니까요.",1009808132,0,1009808,0
91,"","",0,"","","",1009808133,"",1009808,""
3,"","",103611,1,"",lsv_idle_surprise,1009808134,0.2,1009808,""
3,"","",100411,1,"",lsv_talk_thinking_talkR,1009808135,0.2,1009808,""
21,0,"",vo_lsv,0,"",vo_lsv_0833,1009808136,"",1009808,""
11,1,0,100411,10,1,"생각해 보면,\n푸우키치도 푸우키치대로\n신기하니까…",1009808137,0,1009808,0
91,"","",0,"","","",1009808138,"",1009808,""
3,"","",100411,1,"",lsv_idle_thinking_joy1,1009808139,0.2,1009808,""
101,"","",1009808166,"","","",1009808140,"",1009808,""
3,lsv_idle_normal,"",100411,0,1,lsv_choice,1009808141,0,1009808,0.2
3,lsv_idle_normal,"",102011,0,1,lsv_choice,1009808142,0,1009808,0.2
3,lsv_idle_normal,"",103611,0,1,lsv_choice,1009808143,0,1009808,0.2
93,"","",0.1,"","",0,1009808144,"",1009808,""
2,0.33,"",100411,-220,2,-100,1009808145,"",1009808,0.2
2,0.33,"",102011,-235,2,200,1009808146,"",1009808,0.2
2,0.33,"",103611,-250,2,-270,1009808147,"",1009808,0.2
93,"","",0.7,"","",0,1009808148,"",1009808,""
3,"","",100411,1,"",lsv_talk_surprise2,1009808149,0.2,1009808,""
21,0,"",vo_lsv,0,"",vo_lsv_0834,1009808150,"",1009808,""
11,1,0,100411,10,1,"뭐어, 드래곤!?\n드래곤이라면, 그?",1009808151,0,1009808,0
91,"","",0,"","","",1009808152,"",1009808,""
3,"","",100411,1,"",lsv_idle_surprise,1009808153,0.2,1009808,""
3,"","",102011,1,"",lsv_talk_normal_suprise1,1009808154,0.2,1009808,""
21,0,"",vo_lsv,0,"",vo_lsv_0835,1009808155,"",1009808,""
11,1,0,102011,10,1,"굉장한 마물과\n친하게 지내는 사람이 있구나~",1009808156,0,1009808,0
91,"","",0,"","","",1009808157,"",1009808,""
3,"","",102011,1,"",lsv_idle_normal,1009808158,0.2,1009808,""
3,"","",103611,1,"",lsv_talk_sad,1009808159,0.2,1009808,""
21,0,"",vo_lsv,0,"",vo_lsv_0836,1009808160,"",1009808,""
11,1,0,103611,10,1,"위, 위험한 느낌이 드네요…\n조금, 그 사람에 대해서는\n그… 검토, 해보죠.",1009808161,0,1009808,0
91,"","",0,"","","",1009808162,"",1009808,""
3,"","",103611,1,"",lsv_idle_sad,1009808163,0.2,1009808,""
3,"","",100411,1,"",lsv_idle_surprise_talkR1,1009808164,0.2,1009808,""
101,"","",1009808166,"","","",1009808165,"",1009808,""
91,"","",0,"","","",1009808166,"",1009808,""
102,"","","","","","",1009808167,"",1009808,""
22,"","",0,"","",0.2,1009808168,"",1009808,""
93,"","",0.2,"","","",1009808169,"",1009808,""
12,0,0,102011,1,0,7,1009808170,0,1009808,0
3,"","",102011,1,"",lsv_talk_surprise_kira,1009808171,0.2,1009808,""
93,"","",3,"","",0,1009808172,"",1009808,""
3,"","",102011,1,"",lsv_idle_surprise,1009808173,0.2,1009808,""
12,0,0,100411,1,0,5,1009808174,0,1009808,0
3,"","",100411,1,"",lsv_talk_wish_surprise,1009808175,0.2,1009808,""
93,"","",3,"","",0,1009808176,"",1009808,""
3,"","",100411,1,"",lsv_idle_wish,1009808177,0.2,1009808,""
12,0,0,103611,1,0,1,1009808178,0,1009808,0
3,"","",103611,1,"",lsv_talk_normal_sad,1009808179,0.2,1009808,""
93,"","",3,"","",0,1009808180,"",1009808,""
3,"","",103611,1,"",lsv_idle_normal,1009808181,0.2,1009808,""
101,"","",1009808170,"","","",1009808182,"",1009808,""
6,1,"",333,1,0,1,1009808183,1,1009808,0
4,"","",100411,"","",1,1009808184,"",1009808,""
3,"","",100411,1,"",lsv_run,1009808185,0.2,1009808,""
2,0.8,"",100411,-220,0,-750,1009808186,"",1009808,""
4,"","",102011,"","",0,1009808187,"",1009808,""
3,"","",102011,1,"",lsv_run,1009808188,0.2,1009808,""
2,0.8,"",102011,-235,0,750,1009808189,"",1009808,""
4,"","",103611,"","",1,1009808190,"",1009808,""
3,"","",103611,1,"",lsv_run,1009808191,0.2,1009808,""
2,0.8,"",103611,-250,0,-850,1009808192,"",1009808,""
93,"","",0.6,"","","",1009808193,"",1009808,""
6,1,"",100411,1,0,1,1009808194,0.2,1009808,0
6,1,"",102011,1,0,1,1009808195,0.2,1009808,0
6,1,"",103611,1,0,1,1009808196,0.2,1009808,0
91,"","",0,"","","",1009808197,"",1009808,""
1,-750,lsv_idle_normal,1,102,-235,103611,1009809001,1.95,1009809,0
1,650,lsv_idle_normal,1,100,-220,102011,1009809002,1.95,1009809,1
1,750,lsv_idle_normal,1,101,-250,100411,1009809003,1.95,1009809,1
5,0,lsv_white_loop,1,0,0,333,1009809004,1,1009809,0
6,1,"",333,1,0,1,1009809005,0,1009809,0
6,1,"",103611,1,0,1,1009809006,0,1009809,0
6,1,"",102011,1,0,1,1009809007,0,1009809,0
6,1,"",100411,1,0,1,1009809008,0,1009809,0
7,0,"",103611,0,"",2,1009809009,"",1009809,""
2,0.5,"",103611,-235,0,-750,1009809010,"",1009809,""
31,10,"",2,-140,0.8,16,1009809011,0,1009809,""
34,0,"",16,0,"",2,1009809012,"",1009809,""
93,"","",1,"","",0,1009809013,"",1009809,""
6,1,"",333,1,0.4,1,1009809014,0.8,1009809,0
3,lsv_see_sad,"",103611,0,1,lsv_see_sad_pre,1009809015,0.2,1009809,0
2,1.1,"",103611,-235,0,-600,1009809016,"",1009809,""
6,1,"",103611,1,1,1,1009809017,0.4,1009809,0
93,"","",1,"","","",1009809018,"",1009809,""
32,"","",16,"","",1,1009809019,"",1009809,""
91,"","",0,"","","",1009809020,"",1009809,""
94,0,"",103611,260,80,240,1009809021,"",1009809,""
32,"","",16,"","",0,1009809022,"",1009809,""
12,"","",103611,1,"",1,1009809023,0,1009809,0
7,0,"",103611,2,"",0,1009809024,"",1009809,""
3,"","",103611,1,"",lsv_walk_sad,1009809025,0.2,1009809,""
2,2,"",103611,-235,0,-250,1009809026,"",1009809,""
3,"","",102011,1,"",lsv_walk,1009809027,0.2,1009809,""
2,2,"",102011,-220,0,100,1009809028,"",1009809,""
6,1,"",102011,1,1,1,1009809029,0.4,1009809,0
3,"","",100411,1,"",lsv_walk_talkR,1009809030,0.2,1009809,""
2,2,"",100411,-250,0,270,1009809031,"",1009809,""
6,1,"",100411,1,1,1,1009809032,0.4,1009809,0
93,"","",2,"","","",1009809033,"",1009809,""
3,"","",103611,1,"",lsv_idle_normal,1009809034,0.2,1009809,""
3,"","",102011,1,"",lsv_idle_normal,1009809035,0.2,1009809,""
3,"","",100411,1,"",lsv_idle_sad,1009809036,0.2,1009809,""
93,"","",0.5,"","","",1009809037,"",1009809,""
91,"","",0,"","","",1009809038,"",1009809,""
3,"","",100411,1,"",lsv_talk_sad,1009809039,0.2,1009809,""
21,0,"",vo_lsv,0,"",vo_lsv_0921,1009809040,"",1009809,""
11,1,0,100411,10,1,"오늘은…\n많은 일이 있었네.",1009809041,0,1009809,0
91,"","",0,"","","",1009809042,"",1009809,""
3,"","",100411,1,"",lsv_idle_sad,1009809043,0.2,1009809,""
3,"","",102011,1,"",lsv_talk_wish_nervous,1009809044,0.2,1009809,""
21,0,"",vo_lsv,0,"",vo_lsv_0922,1009809045,"",1009809,""
11,1,0,102011,10,1,"응…\n하지만, 뮤뮤를\n구해내서 다행이야.",1009809046,0,1009809,0
91,"","",0,"","","",1009809047,"",1009809,""
3,"","",102011,1,"",lsv_idle_wish_nervous,1009809048,0.2,1009809,""
3,"","",100411,1,"",lsv_talk_sad,1009809049,0.2,1009809,""
21,0,"",vo_lsv,0,"",vo_lsv_0923,1009809050,"",1009809,""
11,1,0,100411,10,1,"…조금,\n작아지긴 했지만.",1009809051,0,1009809,0
91,"","",0,"","","",1009809052,"",1009809,""
3,"","",100411,1,"",lsv_idle_sad,1009809053,0.2,1009809,""
3,"","",102011,1,"",lsv_talk_sad,1009809054,0.2,1009809,""
21,0,"",vo_lsv,0,"",vo_lsv_0924,1009809055,"",1009809,""
11,1,0,102011,10,1,"…응.",1009809056,0,1009809,0
91,"","",0,"","","",1009809057,"",1009809,""
3,"","",102011,1,"",lsv_idle_normal,1009809058,0.2,1009809,""
3,"","",100411,1,"",lsv_idle_normal_talkR,1009809059,0.2,1009809,""
3,"","",103611,1,"",lsv_talk_thinking,1009809060,0.2,1009809,""
21,0,"",vo_lsv,0,"",vo_lsv_0925,1009809061,"",1009809,""
11,1,0,103611,10,1,"…뮤뮤가\n어떤 생물인지,\n계속 불가사의했는데…",1009809062,0,1009809,0
91,"","",0,"","","",1009809063,"",1009809,""
3,"","",103611,1,"",lsv_idle_thinking,1009809064,0.2,1009809,""
3,"","",100411,1,"",lsv_talk_normal_suprise1,1009809065,0.2,1009809,""
21,0,"",vo_lsv,0,"",vo_lsv_0926,1009809066,"",1009809,""
11,1,0,100411,10,1,"드디어 알았네.\n하지만 조금…\n아니, 굉장히 놀랐어.",1009809067,0,1009809,0
91,"","",0,"","","",1009809068,"",1009809,""
3,"","",100411,1,"",lsv_idle_normal_talkR,1009809069,0.2,1009809,""
3,"","",103611,1,"",lsv_talk_thinking_anger,1009809070,0.2,1009809,""
21,0,"",vo_lsv,0,"",vo_lsv_0927,1009809071,"",1009809,""
11,1,0,103611,10,1,"행복을 부르는 생물…\n그게 뮤뮤구나.",1009809072,0,1009809,0
91,"","",0,"","","",1009809073,"",1009809,""
3,"","",103611,1,"",lsv_idle_sad,1009809074,0.2,1009809,""
3,"","",102011,1,"",lsv_talk_sad,1009809075,0.2,1009809,""
21,0,"",vo_lsv,0,"",vo_lsv_0928,1009809076,"",1009809,""
11,1,0,102011,10,1,"우리…\n앞으로 어떻게 하면\n좋을까?",1009809077,0,1009809,0
91,"","",0,"","","",1009809078,"",1009809,""
3,"","",102011,1,"",lsv_idle_normal,1009809079,0.2,1009809,""
3,"","",100411,1,"",lsv_talk_anger_dead,1009809080,0.2,1009809,""
21,0,"",vo_lsv,0,"",vo_lsv_0929,1009809081,"",1009809,""
11,1,0,100411,10,1,"…몰라.",1009809082,0,1009809,0
91,"","",0,"","","",1009809083,"",1009809,""
3,"","",100411,1,"",lsv_idle_anger_sad,1009809084,0.2,1009809,""
3,"","",103611,1,"",lsv_talk_normal_sad,1009809085,0.2,1009809,""
21,0,"",vo_lsv,0,"",vo_lsv_0930,1009809086,"",1009809,""
11,1,0,103611,10,1,"갑자기 많은 일이\n일어났으니까.\n…진정하지 못하는 게 당연해.",1009809087,0,1009809,0
91,"","",0,"","","",1009809088,"",1009809,""
21,0,"",vo_lsv,0,"",vo_lsv_0931,1009809089,"",1009809,""
11,1,0,103611,10,1,"어쨌든 오늘은 쉬자.\n앞으로의 일은, 또 내일\n생각하자.",1009809090,0,1009809,0
91,"","",0,"","","",1009809091,"",1009809,""
3,"","",103611,1,"",lsv_idle_normal,1009809092,0.2,1009809,""
3,lsv_idle_normal_sad,"",100411,0,1,lsv_agree_sad,1009809093,0,1009809,0.2
3,lsv_idle_normal_sad,"",102011,0,1,lsv_agree_sad,1009809094,0,1009809,0.2
21,0,"",vo_lsv,0,"",vo_lsv_0932,1009809095,"",1009809,""
11,1,0,100411,10,1,"…응.",1009809096,0,1009809,0
11,1,0,102011,10,1,"…응.",1009809097,0,1009809,0
91,"","",0,"","","",1009809098,"",1009809,""
22,"","",0,1,"",0,1009809099,0.2,1009809,""
102,"","","","","","",1009809100,"",1009809,""
93,"","",0.2,"","","",1009809101,"",1009809,""
12,0,0,103611,1,0,1,1009809102,0,1009809,0
3,"","",103611,1,"",lsv_talk_normal_sad,1009809103,0.2,1009809,""
